SKU Pai,SKU Variação,Nome do Produto,Nome da Variação,Valor da Variação,Categoria (referência interna),Descrição do Produto,Marca,Preço (R$),Preço Original em Ienes (referência),Estoque,Peso(kg),Comprimento(cm),Largura(cm),Altura(cm),Dias de Preparação,Imagem de Capa,Imagem 2,Imagem 3,Imagem 4,Imagem 5,Imagem 6,Imagem 7,Imagem 8,Observações
JE-COS-0022,JE-COS-0022,Bioré The Face Moist Facial Wash,,Padrão,Cosméticos,"Espuma de limpeza facial com textura cremosa que remove impurezas e o excesso de oleosidade sem ressecar a pele. Desenvolvida para peles mistas, ajuda a manter o equilíbrio entre hidratação e frescor.  ✔ Limpeza suave e eficaz ✔ Ajuda a controlar a oleosidade ✔ Mantém a hidratação natural da pele ✔ Espuma rica e cremosa ✔ Ideal para peles mistas  Pele limpa, equilibrada e confortável todos os dias.",Sem Marca,52.08,1600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766059/nikkeybox/products/biore-the-face-moist-facial-wash-espuma--nbwu/misp87mi9gizonfggedw.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766061/nikkeybox/products/biore-the-face-moist-facial-wash-espuma--nbwu/qcbsgytedaz0svgwrjca.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766063/nikkeybox/products/biore-the-face-moist-facial-wash-espuma--nbwu/wkwp86raw1kharoaq0hk.jpg",,,,,,
JE-COS-0023,JE-COS-0023,Bioré The Face Oil Control Facial Wash,,Padrão,Cosméticos,"Espuma de limpeza facial desenvolvida para peles oleosas, removendo o excesso de sebo, impurezas e resíduos acumulados nos poros. Deixa a pele limpa, fresca e com sensação de suavidade sem ressecar.  ✔ Controle da oleosidade ✔ Limpeza profunda dos poros ✔ Ajuda a remover células mortas e impurezas ✔ Espuma cremosa e suave ✔ Ideal para peles oleosas  Pele limpa, fresca e com aparência equilibrada ao longo do dia.",Sem Marca,91.02,2800,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766424/nikkeybox/products/biore-the-face-oil-control-facial-wash-e-qfg9/fewfwiqjl0un6bonk1lo.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766426/nikkeybox/products/biore-the-face-oil-control-facial-wash-e-qfg9/d9l4l0kjqhvtyktqtizt.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766427/nikkeybox/products/biore-the-face-oil-control-facial-wash-e-qfg9/xwlhkemt60vcwpes4rb3.jpg",,,,,,
JE-COS-0024,JE-COS-0024,Bioré The Face Smooth Clear Facial Wash,,Padrão,Cosméticos,"Espuma de limpeza facial desenvolvida para remover impurezas, excesso de oleosidade e resíduos acumulados nos poros. Sua fórmula proporciona uma limpeza profunda, deixando a pele mais lisa, fresca e com toque suave.  ✔ Limpeza profunda dos poros ✔ Ajuda a remover oleosidade e impurezas ✔ Espuma cremosa e delicada ✔ Deixa a pele macia e renovada ✔ Ideal para uso diário  Pele limpa, suave e com aparência mais uniforme todos os dias.",Sem Marca,52.08,1600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767061/nikkeybox/products/biore-the-face-smooth-clear-facial-wash-3qb7/wtwobrbxu8e5bgnfasue.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767064/nikkeybox/products/biore-the-face-smooth-clear-facial-wash-3qb7/lifjw5gltlqjfw4jqsxm.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767065/nikkeybox/products/biore-the-face-smooth-clear-facial-wash-3qb7/mue0qewgbsndqmchv6ey.jpg",,,,,,
JE-COS-0025,JE-COS-0025,Bioré UV Aqua Rich Watery Essence,,Padrão,Cosméticos,"Protetor solar facial e corporal com textura ultraleve e toque aquoso, que oferece alta proteção contra os raios UV sem deixar sensação pegajosa. Hidrata a pele e proporciona acabamento invisível e confortável para o uso diário.  ✔ FPS 50+ PA++++ ✔ Textura leve e de rápida absorção ✔ Não deixa resíduos brancos ✔ Hidrata e protege a pele ✔ Ideal para uso diário  Proteção solar intensa com sensação leve e refrescante.",Sem Marca,78.04,2400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766846/nikkeybox/products/biore-uv/fk7qgmxpro3ccivquynt.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766848/nikkeybox/products/biore-uv/fxakt80whv6ilj8tezqf.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781766849/nikkeybox/products/biore-uv/qcjcthtz9910bogdvv26.jpg",,,,,,
JE-COS-0026,JE-COS-0026,Bioré UV Aqua Rich Aqua Protect Lotion ,,Padrão,Cosméticos,"Protetor solar com textura ultraleve e aquosa que se espalha facilmente sobre a pele, proporcionando alta proteção contra os raios UV. Sua fórmula hidrata, não deixa resíduos brancos e oferece um acabamento confortável para o dia a dia.  ✔ FPS 50+ PA++++ ✔ Textura leve e refrescante ✔ Alta proteção UV ✔ Resistente à água e ao suor ✔ Ideal para rosto e corpo  Proteção intensa com sensação leve e confortável para todos os dias.",Sem Marca,78.04,2400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767443/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-2yb7/zvc2cq54xm6nrke1ro0v.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767445/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-2yb7/qmotyxwjpnhx0evtoosz.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767446/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-2yb7/kfhohadvbkjibm1cnjao.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767446/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-2yb7/mz9ypyvnutuxtsk8ezub.jpg",,,,,
JE-COS-0027,JE-COS-0027,Bioré UV Aqua Rich Airy Hold Cream ,,Padrão,Cosméticos,"Protetor solar com textura cremosa e leve, desenvolvido para proporcionar alta proteção UV sem sensação pegajosa. Forma um véu confortável sobre a pele, ajudando a manter a hidratação e o toque suave ao longo do dia.  ✔ FPS 50+ PA++++ ✔ Textura leve e confortável ✔ Alta proteção contra raios UV ✔ Resistente à água e ao suor ✔ Ideal para rosto e corpo  Proteção diária com acabamento suave, hidratante e confortável.",Sem Marca,142.94,4400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767775/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-s-vc1s/gh8902dbuzqb6f6lugjz.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767778/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-s-vc1s/lyaldn1tuqg3h6iwxhr8.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767778/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-s-vc1s/tocsfb9z53trvm5zjnyi.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781767778/nikkeybox/products/biore-uv-aqua-rich-aqua-protect-lotion-s-vc1s/py8ntw4nzk7yvd12kpk7.jpg",,,,,
JE-COS-0028,JE-COS-0028,Bioré UV Athlizm Protect Essence ,,Padrão,Cosméticos,"Protetor solar de alta performance desenvolvido para atividades ao ar livre e esportes. Sua fórmula resistente ao suor, água e atrito oferece proteção intensa contra os raios UV, mantendo a pele protegida e confortável por mais tempo.  ✔ FPS 50+ PA++++ ✔ Alta resistência à água e ao suor ✔ Ideal para esportes e atividades externas ✔ Textura leve e de rápida absorção ✔ Proteção duradoura sem sensação pegajosa  Máxima proteção para quem busca desempenho e cuidado diário com a pele.",Sem Marca,142.94,4400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781768304/nikkeybox/products/biore-uv-athlizm-skin-protect-essence-sp-ybci/mpgrn5icsahjv6zdsrsh.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781768306/nikkeybox/products/biore-uv-athlizm-skin-protect-essence-sp-ybci/sx1vn8ysta5glwnvbrjx.jpg",,,,,,,
JE-COS-0029,JE-COS-0029,Bioré UV Aqua Rich Light Up Essence ,,Padrão,Cosméticos,"Protetor solar facial com efeito iluminador que ajuda a realçar a luminosidade natural da pele enquanto oferece alta proteção contra os raios UV. Sua textura leve proporciona acabamento radiante, uniforme e confortável para o uso diário.  ✔ FPS 50+ PA++++ ✔ Efeito iluminador natural ✔ Textura leve e de rápida absorção ✔ Pode ser usado como primer de maquiagem ✔ Alta proteção contra os raios UV  Pele protegida, radiante e com brilho natural todos os dias.",Sem Marca,78.04,2400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769425/nikkeybox/products/biore-uv-perfect-milk-spf50-pa-r1rz/afwfswtd6jd32vsxlbkj.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769427/nikkeybox/products/biore-uv-perfect-milk-spf50-pa-r1rz/rk8feoxdj1d76rmbqvbf.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769428/nikkeybox/products/biore-uv-perfect-milk-spf50-pa-r1rz/jaee3tdtq8cfuigedhuc.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769428/nikkeybox/products/biore-uv-perfect-milk-spf50-pa-r1rz/nlsfwcuspesvghmuuec8.jpg",,,,,
JE-COS-0030,JE-COS-0030,Bioré UV Perfect Milk,,Padrão,Cosméticos,"Protetor solar com alta proteção UV e fórmula resistente à água, suor e oleosidade. Sua textura leve proporciona acabamento seco e confortável, ideal para o uso diário e atividades ao ar livre.  ✔ FPS 50+ PA++++ ✔ Alta resistência à água e ao suor ✔ Controle da oleosidade ✔ Toque seco e confortável ✔ Ideal para rosto e corpo  Proteção intensa com acabamento leve e duradouro para todos os dias.",Sem Marca,78.04,2400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769658/nikkeybox/products/biore-uv-perfect-milk-xlxw/pfxw8rgc7zgzq1w9koxe.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769660/nikkeybox/products/biore-uv-perfect-milk-xlxw/zt4w1mxkoybwgcdwm0ew.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769660/nikkeybox/products/biore-uv-perfect-milk-xlxw/eqhiks82ndquwt8fmg6j.jpg",,,,,,
JE-DOC-0003,JE-DOC-0003,Black Thunder Caramel Butter Sand Mini Bar ,,Padrão,Doces & Chás,"Uma edição especial do famoso Black Thunder japonês que combina o sabor irresistível do caramelo amanteigado com a crocância característica da marca. Inspirado nos tradicionais biscoitos recheados de manteiga e caramelo, oferece uma experiência deliciosa e sofisticada.",Sem Marca,22.88,700,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705779/nikkeybox/products/black-thunder-caramel-butter-sand-mini-b-cxne/nl0merpzfrjnvmd4ueda.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705780/nikkeybox/products/black-thunder-caramel-butter-sand-mini-b-cxne/zh6lf62wma0mvxwcxjb1.webp",,,,,,,
JE-DOC-0004,JE-DOC-0004,Black Thunder Mini Bar – Chocolate Crocante ,,Padrão,Doces & Chás,"O Black Thunder é um dos chocolates mais populares do Japão, famoso por sua textura extremamente crocante e sabor intenso. Esta versão Mini Bar traz pequenas barras individuais perfeitas para compartilhar ou saborear a qualquer momento.",Sem Marca,22.88,700,999,0.002,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705782/nikkeybox/products/black-thunder-mini-bar-chocolate-crocant-myqc/tcwekazxfaeysc9gkj8n.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705784/nikkeybox/products/black-thunder-mini-bar-chocolate-crocant-myqc/ewnuflluqicpj5xdchex.webp",,,,,,,
JE-DOC-0005,JE-DOC-0005,Calbee Jagarico Jaga Butter (Batata com Manteiga),,Padrão,Doces & Chás,"Experimente uma das versões mais populares do Jagarico! Feito com batatas reais e temperado com deliciosa manteiga de Hokkaido, este snack oferece uma textura super crocante e um sabor irresistível que conquista japoneses e turistas.",Sem Marca,13.14,400,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705785/nikkeybox/products/calbee-jagarico-jaga-butter-batata-com-m-h64i/kmv5qkuoo6fjp0m40sbo.webp",,,,,,,,
JE-DOC-0006,JE-DOC-0006,Calbee Jagarico Salada,,Padrão,Doces & Chás,"Um dos snacks mais famosos do Japão! O Jagarico é feito com batatas reais e possui formato de palitos crocantes, oferecendo uma textura única e irresistível. A versão Salada é a mais tradicional da linha, combinando o sabor suave de vegetais com um toque leve de manteiga.",Sem Marca,13.14,400,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705787/nikkeybox/products/calbee-jagarico-salada-f9tw/rby3fsiqdrimkahonddh.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705789/nikkeybox/products/calbee-jagarico-salada-f9tw/h30xcffmgpx4xn41opow.webp",,,,,,,
JE-DOC-0007,JE-DOC-0007,Calbee Jagarico Tarako Butter (Ovas de Bacalhau com Manteiga) ,,Padrão,Doces & Chás,Uma versão especial do famoso Jagarico que combina o sabor suave e levemente salgado das ovas de bacalhau (tarako) com a cremosidade da manteiga. Um snack japonês crocante e cheio de sabor!,Sem Marca,13.14,400,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705787/nikkeybox/products/calbee-jagarico-tarako-butter-ovas-de-ba-jote/rhghjyz6to23qvstqdqp.webp",,,,,,,,
JE-DOC-0008,JE-DOC-0008,Caplico Giant Milk  10 unidade,,Padrão,Doces & Chás,"Experimente o delicioso Caplico Giant Milk, um dos snacks mais populares do Japão! Com uma textura única de chocolate aerado sabor leite, recheio de chocolate de cacau e uma casquinha crocante, ele proporciona uma experiência divertida e irresistível a cada mordida.  Ideal para quem ama doces japoneses diferenciados e quer experimentar um dos clássicos da marca Glico.",Sem Marca,149.43,4600,999,1.000,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705790/nikkeybox/products/caplico-giant-milk-6vt2/kjgpnct2sawhtubys5wc.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705791/nikkeybox/products/caplico-giant-milk-6vt2/s055jefwlw2psyzptrth.webp",,,,,,,
JE-DOC-0009,JE-DOC-0009-small,Caplico Giant Morango 10 unidade,Opção,1 unidade,Doces & Chás,"Experimente o famoso Caplico Giant de Morango, um dos snacks mais queridos do Japão! Com formato divertido de sorvete, ele combina uma deliciosa camada de chocolate aerado sabor morango, recheio de chocolate e uma casquinha crocante que torna cada mordida irresistível.  Leve, saboroso e perfeito para quem ama doces japoneses diferentes e criativos.",Sem Marca,13.14,400,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705792/nikkeybox/products/caplico-giant-morango-4fyh/wy5zynrbvevr2wd9card.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705794/nikkeybox/products/caplico-giant-morango-4fyh/umco9mdbfld3vmsag8ux.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705796/nikkeybox/products/caplico-giant-morango-4fyh/njbrj71hb1ubkgbr3kch.webp",,,,,,
JE-DOC-0009,JE-DOC-0009-var-mr7x8tyj,Caplico Giant Morango 10 unidade,Opção,5 unidades,Doces & Chás,"Experimente o famoso Caplico Giant de Morango, um dos snacks mais queridos do Japão! Com formato divertido de sorvete, ele combina uma deliciosa camada de chocolate aerado sabor morango, recheio de chocolate e uma casquinha crocante que torna cada mordida irresistível.  Leve, saboroso e perfeito para quem ama doces japoneses diferentes e criativos.",Sem Marca,58.57,1800,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705792/nikkeybox/products/caplico-giant-morango-4fyh/wy5zynrbvevr2wd9card.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705794/nikkeybox/products/caplico-giant-morango-4fyh/umco9mdbfld3vmsag8ux.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705796/nikkeybox/products/caplico-giant-morango-4fyh/njbrj71hb1ubkgbr3kch.webp",,,,,,
JE-DOC-0009,JE-DOC-0009-var-mr7x94ab,Caplico Giant Morango 10 unidade,Opção,10 unidades,Doces & Chás,"Experimente o famoso Caplico Giant de Morango, um dos snacks mais queridos do Japão! Com formato divertido de sorvete, ele combina uma deliciosa camada de chocolate aerado sabor morango, recheio de chocolate e uma casquinha crocante que torna cada mordida irresistível.  Leve, saboroso e perfeito para quem ama doces japoneses diferentes e criativos.",Sem Marca,105.62,3250,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705792/nikkeybox/products/caplico-giant-morango-4fyh/wy5zynrbvevr2wd9card.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705794/nikkeybox/products/caplico-giant-morango-4fyh/umco9mdbfld3vmsag8ux.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705796/nikkeybox/products/caplico-giant-morango-4fyh/njbrj71hb1ubkgbr3kch.webp",,,,,,
JE-DOC-0010,JE-DOC-0010-small,Caplico no Atama Morango 10 unidade,Opção,1 unidade,Doces & Chás,"Se você ama o famoso Caplico japonês, vai se apaixonar pelo Caplico no Atama Morango! Esta versão traz apenas a parte mais deliciosa do tradicional doce em formato de sorvete: o topo de chocolate aerado sabor morango com base de chocolate.  Com textura leve, sabor frutado e um toque irresistível de chocolate, é uma opção perfeita para quem gosta de doces japoneses diferentes e divertidos.",Sem Marca,13.14,400,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705795/nikkeybox/products/caplico-no-atama-morango-zu1n/acmuyw549rbf5b43ztsf.webp",,,,,,,,
JE-DOC-0010,JE-DOC-0010-var-mr7xaaat,Caplico no Atama Morango 10 unidade,Opção,5 unidades,Doces & Chás,"Se você ama o famoso Caplico japonês, vai se apaixonar pelo Caplico no Atama Morango! Esta versão traz apenas a parte mais deliciosa do tradicional doce em formato de sorvete: o topo de chocolate aerado sabor morango com base de chocolate.  Com textura leve, sabor frutado e um toque irresistível de chocolate, é uma opção perfeita para quem gosta de doces japoneses diferentes e divertidos.",Sem Marca,58.57,1800,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705795/nikkeybox/products/caplico-no-atama-morango-zu1n/acmuyw549rbf5b43ztsf.webp",,,,,,,,
JE-DOC-0010,JE-DOC-0010-var-mr7xaht6,Caplico no Atama Morango 10 unidade,Opção,10 unidades,Doces & Chás,"Se você ama o famoso Caplico japonês, vai se apaixonar pelo Caplico no Atama Morango! Esta versão traz apenas a parte mais deliciosa do tradicional doce em formato de sorvete: o topo de chocolate aerado sabor morango com base de chocolate.  Com textura leve, sabor frutado e um toque irresistível de chocolate, é uma opção perfeita para quem gosta de doces japoneses diferentes e divertidos.",Sem Marca,104.00,3200,999,0.100,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781705795/nikkeybox/products/caplico-no-atama-morango-zu1n/acmuyw549rbf5b43ztsf.webp",,,,,,,,
JE-COS-0031,JE-COS-0031,Celimax Retinal Shot Tightening Booster,,Padrão,Cosméticos,"Sérum concentrado com retinal e peptídeos, desenvolvido para ajudar a melhorar a firmeza, elasticidade e textura da pele. Sua fórmula auxilia no cuidado dos sinais de envelhecimento, deixando a pele mais uniforme e revitalizada.  ✔ Ajuda a melhorar a firmeza da pele ✔ Auxilia na redução da aparência de linhas finas ✔ Com retinal e peptídeos ✔ Textura leve e de rápida absorção ✔ Ideal para a rotina noturna de skincare  Pele mais firme, uniforme e com aparência renovada.",Sem Marca,181.88,5600,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769938/nikkeybox/products/celimax-retinal-shot-tightening-booster-wctm/xa3m2pd1i4n98bsc6qhp.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769940/nikkeybox/products/celimax-retinal-shot-tightening-booster-wctm/qi3sjdq3oldctjsqkxbl.jpg","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781769941/nikkeybox/products/celimax-retinal-shot-tightening-booster-wctm/afwtqyvr2okqzolohief.jpg",,,,,,
